1.000000 -1.000000 -0.000000
1.000000 -0.897436 -0.000000
1.000000 -0.794872 -0.000000
1.000000 -0.692308 -0.000000
1.000000 -0.589744 -0.000000
1.000000 -0.487179 -0.000000
1.000000 -0.384615 -0.000000
1.000000 -0.282051 -0.000000
1.000000 -0.179487 -0.000000
1.000000 -0.076923 -0.000000
1.000000 0.025641 -0.000000
1.000000 -1.000000 -0.000000
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -0.794872 -inf
1.000000 -0.692308 -inf
1.000000 -0.589744 inf
1.000000 -0.487179 inf
1.000000 -0.384615 inf
1.000000 -0.282051 -inf
1.000000 -0.179487 inf
1.000000 -0.076923 inf
1.000000 0.025641 -inf
1.000000 0.128205 inf
1.000000 0.230769 inf
1.000000 0.333333 inf
1.000000 0.435897 -inf
1.000000 0.538462 inf
1.000000 0.641026 -inf
1.000000 0.743590 -inf
1.000000 0.846154 inf
1.000000 0.948718 -inf
1.000000 1.051282 -inf
1.000000 1.153846 -inf
1.000000 1.256410 -inf
1.000000 1.358974 inf
1.000000 1.461538 inf
1.000000 1.564103 inf
1.000000 1.666667 -inf
1.000000 1.769231 inf
1.000000 1.871795 inf
1.000000 1.974359 inf
1.000000 2.076923 -inf
1.000000 -1.000000 inf
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -0.794872 -inf
1.000000 -0.692308 -inf
1.000000 -0.589744 inf
1.000000 -0.487179 inf
1.000000 -0.384615 inf
1.000000 -0.282051 -inf
1.000000 -0.179487 inf
1.000000 -0.076923 inf
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -0.794872 -inf
1.000000 -0.692308 -inf
1.000000 -0.589744 inf
1.000000 -1.000000 nan
1.000000 -0.897436 nan
1.000000 -0.794872 -inf
1.000000 -0.692308 -inf
1.000000 -0.589744 nan
1.000000 -0.487179 nan
1.000000 -0.384615 nan
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -0.794872 -inf
1.000000 -0.692308 -inf
1.000000 -0.589744 inf
1.000000 -0.487179 inf
1.000000 -0.384615 inf
1.000000 -0.282051 -inf
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -1.000000 -0.000000
1.000000 -0.897436 -0.000000
1.000000 -0.794872 -0.000000
1.000000 -0.692308 -0.000000
1.000000 -0.589744 -0.000000
1.000000 -0.487179 -0.000000
1.000000 -0.384615 -0.000000
1.000000 -0.282051 -0.000000
1.000000 -0.179487 -0.000000
1.000000 -0.076923 -0.000000
1.000000 0.025641 -0.000000
1.000000 0.128205 -0.000000
1.000000 0.230769 -0.000000
1.000000 0.333333 -0.000000
1.000000 0.435897 -0.000000
1.000000 0.538462 -0.000000
1.000000 0.641026 -0.000000
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -0.794872 inf
1.000000 -0.692308 inf
1.000000 -0.589744 inf
1.000000 -0.487179 inf
1.000000 -0.384615 inf
1.000000 -0.282051 inf
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -0.794872 inf
1.000000 -0.692308 inf
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -0.794872 inf
1.000000 -0.692308 inf
1.000000 -0.589744 inf
1.000000 -0.487179 inf
1.000000 -0.384615 inf
1.000000 -0.282051 inf
1.000000 -0.179487 inf
1.000000 -0.076923 inf
1.000000 0.025641 inf
1.000000 0.128205 inf
1.000000 0.230769 inf
1.000000 0.333333 inf
1.000000 0.435897 inf
1.000000 0.538462 inf
1.000000 0.641026 inf
1.000000 0.743590 inf
1.000000 0.846154 inf
1.000000 0.948718 inf
1.000000 1.051282 inf
1.000000 -1.000000 -0.000000
1.000000 -0.897436 -0.000000
1.000000 -0.794872 -0.000000
1.000000 -0.692308 -0.000000
1.000000 -1.000000 -0.000000
1.000000 -0.897436 -0.000000
1.000000 -0.794872 -0.000000
1.000000 -0.692308 -0.000000
1.000000 -0.589744 -0.000000
1.000000 -0.487179 -0.000000
1.000000 -0.384615 -0.000000
1.000000 -0.282051 -0.000000
1.000000 -1.000000 -0.000000
1.000000 -0.897436 -0.000000
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -0.794872 inf
1.000000 -1.000000 -inf
1.000000 -0.897436 -inf
1.000000 -0.794872 -inf
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -0.794872 inf
1.000000 -0.692308 inf
1.000000 -0.589744 inf
1.000000 -0.487179 inf
1.000000 -0.384615 inf
1.000000 -0.282051 inf
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -0.794872 inf
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -0.794872 inf
1.000000 -0.692308 inf
1.000000 -1.000000 inf
1.000000 -0.897436 inf
1.000000 -0.794872 inf
1.000000 -0.692308 inf
1.000000 -0.589744 inf
1.000000 -0.487179 inf
1.000000 -1.000000 -inf
1.000000 -0.897436 -inf
1.000000 -0.794872 -inf
1.000000 -0.692308 -inf
1.000000 -0.589744 -inf
1.000000 -0.487179 -inf
1.000000 -0.384615 -inf
1.000000 -0.282051 -inf
1.000000 -0.179487 -inf
1.000000 -0.076923 -inf
1.000000 0.025641 -inf
1.000000 -1.000000 -inf
1.000000 -0.897436 -inf
1.000000 -0.794872 -inf
1.000000 -0.692308 -inf
1.000000 -0.589744 -inf
1.000000 -1.000000 -inf
